Left-Weight,Left-Distance,Right-Weight,Right-Distance,'Class Name'
8,8,8,5,L
8,8,8,8,B
8,8,8,10,R
8,8,10,1,L
8,8,10,3,L
8,8,10,5,L
8,8,10,8,R
8,8,10,10,R
8,10,1,1,L
8,10,1,3,L
8,10,1,5,L
8,10,1,8,L
8,10,1,10,L
8,10,3,1,L
8,10,3,3,L
8,10,3,5,L
8,10,3,8,L
8,10,3,10,L
8,10,5,1,L
8,10,5,3,L
8,10,5,5,L
8,10,5,8,L
8,10,5,10,L
8,10,8,1,L
8,10,8,3,L
8,10,8,5,L
8,10,8,8,L
8,10,8,10,B
8,10,10,1,L
8,10,10,3,L
8,10,10,5,L
8,10,10,8,B
8,10,10,10,R
10,1,1,1,L
10,1,1,3,L
10,1,1,5,L
10,1,1,8,L
10,1,1,10,B
10,1,3,1,L
10,1,3,3,L
10,1,3,5,R
10,1,3,8,R
10,1,3,10,R
10,1,5,1,L
10,1,5,3,R
10,1,5,5,R
10,1,5,8,R
10,1,5,10,R
10,1,8,1,L
10,1,8,3,R
10,1,8,5,R
10,1,8,8,R
10,1,8,10,R
10,1,10,1,B
10,1,10,3,R
10,1,10,5,R
10,1,10,8,R
10,1,10,10,R
10,3,1,1,L
10,3,1,3,L
10,3,1,5,L
10,3,1,8,L
10,3,1,10,L
10,3,3,1,L
10,3,3,3,L
10,3,3,5,L
10,3,3,8,L
10,3,3,10,B
10,3,5,1,L
10,3,5,3,L
10,3,5,5,L
10,3,5,8,R
10,3,5,10,R
10,3,8,1,L
10,3,8,3,L
10,3,8,5,R
10,3,8,8,R
10,3,8,10,R
10,3,10,1,L
10,3,10,3,B
10,3,10,5,R
10,3,10,8,R
10,3,10,10,R
10,5,1,1,L
10,5,1,3,L
10,5,1,5,L
10,5,1,8,L
10,5,1,10,L
10,5,3,1,L
10,5,3,3,L
10,5,3,5,L
10,5,3,8,L
10,5,3,10,L
10,5,5,1,L
10,5,5,3,L
10,5,5,5,L
10,5,5,8,L
10,5,5,10,B
10,5,8,1,L
10,5,8,3,L
10,5,8,5,L
10,5,8,8,R
10,5,8,10,R
10,5,10,1,L
10,5,10,3,L
10,5,10,5,B
10,5,10,8,R
10,5,10,10,R
10,8,1,1,L
10,8,1,3,L
10,8,1,5,L
10,8,1,8,L
10,8,1,10,L
10,8,3,1,L
10,8,3,3,L
10,8,3,5,L
10,8,3,8,L
10,8,3,10,L
10,8,5,1,L
10,8,5,3,L
10,8,5,5,L
10,8,5,8,L
10,8,5,10,L
10,8,8,1,L
10,8,8,3,L
10,8,8,5,L
10,8,8,8,L
10,8,8,10,B
10,8,10,1,L
10,8,10,3,L
10,8,10,5,L
10,8,10,8,B
10,8,10,10,R
10,10,1,1,L
10,10,1,3,L
10,10,1,5,L
10,10,1,8,L
10,10,1,10,L
10,10,3,1,L
10,10,3,3,L
10,10,3,5,L
10,10,3,8,L
10,10,3,10,L
10,10,5,1,L
10,10,5,3,L
10,10,5,5,L
10,10,5,8,L
10,10,5,10,L
10,10,8,1,L
10,10,8,3,L
10,10,8,5,L
10,10,8,8,L
10,10,8,10,L
10,10,10,1,L
10,10,10,3,L
10,10,10,5,L
10,10,10,8,L
10,10,10,10,B
